INDTITLE,IND_2000
Copper crushing mill (ext.),039
Copper die castings (mfg.),277
Copper extruding (mfg.),269
Copper foil (mfg.),298
Copper forgings (mfg.),278
Copper ingots (mfg.),269
Copper iodide (mfg.),229
Copper milling (ext.),039
Copper ore (ext.),039
Copper ore (whsl.),418
Copper ore dressing plant (ext.),039
Copper oxide (mfg.),229
Copper pigs (mfg.),269
Copper pipe (mfg.),269
Copper plates (whsl.),418
Copper plates for engraving (mfg.),199
Copper plates or rods (mfg.),269
Copper precipitation (ext.),039
Copper refinery (mfg.),269
Copper rods (mfg.),269
Copper rods (whsl.),418
Copper rolled rails (mfg.),269
Copper rolling and drawing (mfg.),269
Copper sheets (mfg.),269
Copper sheets (whsl.),418
Copper slugs (mfg.),269
Copper smelting (mfg.),269
Copper stamp mill (ext.),039
Copper strip (mfg.),269
Copper sulfate (mfg.),229
Copper sulphate (mfg.),229
Copper tubing (mfg.),269
Copper utensils (mfg.),278
Copper wire (mfg.),269
Copper wire (whsl.),418
Coppersmithing (const.),077
"Coppersmithing, repair work",887
Copperware (mfg.),279
Copperware (ret.),477
"Copy holders, printers (mfg.)",319
Copy shops,759
Copying equipment (mfg.),309
Copying equipment (whsl.),417
Copying machines (mfg.),309
Copying machines (whsl.),417
"Copying machines, sales and service (whsl.)",417
Copying service,759
"Copyright Office, Library of Congress",677
Copyright licensing,648
Copyright ownership,648
Copyright protection service,759
"Cord connectors, electric (mfg.)",349
"Cord, electric (mfg.)",349
"Cord, exc. asbestos and electric (mfg.)",159
Cordage (mfg.),159
Cordage (whsl.),427
Cordage machines (mfg.),319
Cordage yarn (mfg.),147
Corded fabric (mfg.),148
"Cordials, nonalcoholic (mfg.)",128
Corduroys (mfg.),148
Cordwood (ret.),568
Cordwood (whsl.),458
Core baking ovens (mfg.),319
Core drilling (const.),077
Core drills (mfg.),308
"Cores, fiber (mfg.)",188
"Cores, tire valve (mfg.)",357
Cork carpets (mfg.),387
Cork products (mfg.),387
Cork working machinery (mfg.),319
"Corks, bottle (mfg.)",387
Corn (ret.),497
Corn (whsl.),448
Corn buying (whsl.),448
Corn cereal (mfg.),107
Corn chips (mfg.),128
"Corn cribs, prefabricated (mfg.)",379
Corn farm,017
Corn flakes (mfg.),107
Corn flour (mfg.),107
Corn grist mill (mfg.),107
"Corn huskers, agricultural (mfg.)",307
Corn knives (mfg.),279
Corn malt (mfg.),137
Corn meal (mfg.),107
Corn oil (mfg.),107
Corn oil meal (mfg.),107
Corn pads (mfg.),396
"Corn popping machines, commercial (mfg.)",309
Corn refining (mfg.),107
"Corn shellers, agricultural (mfg.)",307
Corn shelling service,029
"Corn shredders, agricultural (mfg.)",307
Corn starch (mfg.),107
Corn sugar (mfg.),107
Corn syrup (mfg.),107
"Corn, canned (mfg.)",109
Corncrib tile (mfg.),248
Corneal microscopes (mfg.),396
Corned beef (mfg.),118
Corned beef hash (mfg.),118
"Corners, leather luggage (mfg.)",179
Cornets (mfg.),398
"Cornices, sheet metal (mfg.)",287
"Cornices, wooden (mfg.)",387
Cornwall stone (ext.),047
Cornwall stone (mfg.),259
"Corp of Engineers--See ""U.S.""",
Corporate foundations,917
Corporate headquarters--Code by major product of corporation,
Corporate offices,757
Corporation organizers,739
"Corporation seals, hand (mfg.)",398
Correct time service,759
Correspondence school,788
Corrugated boxes (mfg.),188
Corrugated containers (mfg.),188
Corrugated paper (mfg.),188
Corset and lingerie stores (ret.),517
Corset clasps (mfg.),168
Corset fabrics (mfg.),148
Corset laces (mfg.),148
Corset stays (mfg.),168
Corsets (ret.),517
Corsets (whsl.),439
"Corsets, exc. surgical (mfg.)",168
"Corsets, surgical (mfg.)",396
Corundum (ext.),047
Corundum abrasives (mfg.),259
Cosmetic bags (mfg.),179
Cosmetic dyes (mfg.),229
"Cosmetic jars, glass (mfg.)",249
Cosmetic salon,898
Cosmetics (mfg.),228
Cosmetics (ret.),508
Cosmetics (whsl.),438
"Cosmetics, door to door or party plan (ret.)",569
Cosmetology school,788
Cosmotology services,898
Cost finding machines (mfg.),309
Costume jewelry (mfg.),398
Costume jewelry (ret.),517
Costume novelties (mfg.),398
Costumers (mfg.),389
Costumes (mfg.),168
Cots (mfg.),389
Cottage camp,866
Cottage cheese (mfg.),117
Cottage rental or leasing,707
"Cottage sets, curtains (mfg.)",159
Cotter pins (mfg.),288
Cotton (mfg.),148
Cotton (whsl.),448
Cotton bale ties (mfg.),298
Cotton balers (mfg.),307
Cotton balls (mfg.),396
Cotton batting (mfg.),159
"Cotton blankets, exc. woven (mfg.)",148
"Cotton blankets, woven (mfg.)",148
Cotton braids (mfg.),148
Cotton buying (whsl.),448
Cotton cloth (mfg.),148
Cotton compress,029
Cotton compress and warehouse,639
Cotton crepe (mfg.),148
Cotton delinter,029
Cotton docks,629
Cotton dusting service,029
Cotton dyeing and finishing (mfg.),149
Cotton exchange,697
Cotton fabrics (mfg.),148
Cotton farm,017
Cotton flannel (mfg.),148
Cotton ginning,029
Cotton ginning and compressing,029
Cotton ginning machinery (mfg.),307
Cotton inspection service,749
Cotton material (whsl.),439
Cotton mattresses (mfg.),389
Cotton pickers (mfg.),307
Cotton picking,029
Cotton piece goods (whsl.),439
Cotton presses (mfg.),307
Cotton printing (mfg.),149
Cotton shed,639
Cotton sheeting (mfg.),148
Cotton socks (mfg.),167
Cotton spooling (mfg.),147
Cotton storage warehouse,639
Cotton strippers (mfg.),307
Cotton textile (mfg.),149
Cotton textile bleachery (mfg.),149
Cotton thread (mfg.),147
Cotton toweling (mfg.),148
Cotton twisting (mfg.),147
Cotton waste (mfg.),159
Cotton winding (mfg.),147
Cotton yard,639
Cotton yarn (mfg.),147
Cotton yarn (whsl.),458
"Cotton, absorbent (mfg.)",396
"Cotton, raw (whsl.)",448
Cottonseed cake (mfg.),107
Cottonseed delinting (mfg.),107
Cottonseed linters (mfg.),107
Cottonseed meal (mfg.),107
Cottonseed oil (mfg.),107
Couches (mfg.),389
"Cough drops, exc. medicated (mfg.)",108
"Cough drops, medicated (mfg.)",219
Cough medicines (mfg.),219
Council against poverty,917
Council for community planning,838
Council for exceptional children,917
Council of community agencies,837
Council of social agencies,837
Counselor at law's office,727
"Counter display cases, exc. refrigerated (mfg.)",389
"Counter display cases, refrigerated (mfg.)",319
Counter of revolutions (mfg.),338
"Counterbores, metalworking (mfg.)",317
Counters \ any not listed (mfg.),389
"Counters, shoe (mfg.)",179
"Countertops, wood (mfg.)",389
Country club,859
Country store (ret.),539
"County--See ""City""",
"Couplings, hose (mfg.)",298
"Couplings, railroad cars (mfg.)",367
Coupon distribution,747
Coupon redemption,778
"Coupons, lithographed (mfg.)",199
"Coupons, printed (mfg.)",199
Courier service,638
Court reporting service,759
Cover paper (mfg.),187
Coverall service,907
Covering boilers (const.),077
Covering pipes (const.),077
Covering textile rolls,887
"Covers, auto seat (mfg.)",357
"Covers, auto tire (mfg.)",357
"Covers, canvas (mfg.)",159
"Covers, checkbook (mfg.)",179
Cow testing service,029
"Crab boats, building (mfg.)",368
"Crab boats, repairing",629
Crab catching,028
"Crab meat, canned (mfg.)",128
"Crab meat, preserved (mfg.)",128
Crab scoops (mfg.),397
Crabbing,028
"Crabs, canned (mfg.)",128
Cracked grain (mfg.),107
Cracked wheat (mfg.),107
Crackers (mfg.),127
Crackers (whsl.),447
Cradles (mfg.),389
"Craft fair managers, organizers, and promoters",778
Craft kits (whsl.),429
"Craft seller, product n.s. (ret.)",569
Craft shops (ret.),527
"Crafts, hand (ret.)",527
"Crafts, sets (mfg.)",397
Cranberry bog,017
Crane excavators (mfg.),308
Crane hooks (mfg.),308
Cranes (mfg.),308
Cranes (whsl.),427
Crankshaft regrinding machines (mfg.),317
Crankshafts \ any not listed (mfg.),357
"Crankshafts, aircraft (mfg.)",358
"Crankshafts, auto (mfg.)",357
Crash linen (mfg.),159
"Crates, wooden (mfg.)",387
Crating goods for shipping,629
Crating services,629
Crayons (mfg.),398
Cream of tartar (mfg.),229
Cream separators (whsl.),427
"Cream separators, agricultural (mfg.)",307
"Cream separators, machinery (mfg.)",319
Cream station (whsl.),447
"Cream, aerated (mfg.)",117
"Cream, bottled (mfg.)",117
"Cream, canned (mfg.)",117
"Cream, dried (mfg.)",117
"Cream, plastic (mfg.)",117
"Cream, powdered (mfg.)",117
"Cream, sour (mfg.)",117
Creamery (whsl.),447
Creamery butter (mfg.),117
"Creamery, exc. wholesale  (mfg.)",117
Credit Card Banks,689
Credit agency,759
Credit and loan co.,689
Credit bureau,759
Credit card processing service,689
Credit card service,689
Credit clearing house,759
Credit insurance co.,699
Credit rating co.,759
Credit rating service,759
Credit reporting,759
Credit union,688
"Creels, fish (mfg.)",397
Cremating ovens (mfg.),319
Crematory or crematorium,908
Creosote (mfg.),229
Creosote oil (mfg.),229
Creosote treating (mfg.),377
Creosoting of wood (mfg.),377
Crepe paper (mfg.),189
Crepe paper products (mfg.),189
"Crepes, fabric (mfg.)",148
"Cribbing, concrete (mfg.)",257
"Cribs, metal (mfg.)",389
"Cribs, wood (mfg.)",389
Cricket control,029
Cricket equipment (mfg.),397
Crime and delinquency council,829
Crime stoppers GOV,947
Crime stoppers PR,768
Crinoline (mfg.),148
"Crippled Childrens' Society, research",746
Crisis hotline,837
Crisis intervention center,837
Crochet hooks (mfg.),398
Crochet needles (mfg.),398
Crochet thread (mfg.),147
"Crochet ware, machine made (mfg.)",159
Crochet yarn (mfg.),147
Crocidolite (ext.),047
Crockery (mfg.),247
Crockery (ret.),477
Crockery (whsl.),408
"Crop duster, mechanical (mfg.)",307
Crop dusting or spraying,029
Crop dusting services,029
Crop insurance co.,699
"Crop spraying, contract",029
"Crops, riding (mfg.)",179
Croquet sets (mfg.),397
Cross arms (mfg.),387
"Cross ties, exc. logging camps (mfg.)",377
"Cross ties, made in logging camps",027
"Cross ties, treated (mfg.)",377
"Crotches, wood",027
"Crucibles, any material (mfg.)",248
"Crucibles, fire clay (mfg.)",248
Crude oil (ext.),037
Crude oil (whsl.),449
Crude oil production (ext.),037
Crude oil refinery (mfg.),207
Crude petroleum (ext.),037
Crude petroleum pipeline,627
Crude petroleum production (ext.),037
Crude petroleum refinery (mfg.),207
Cruise ship lines,609
Cruise ship ticket office,767
Cruising timber,029
Crullers (mfg.),127
"Crushed fruits, (i.e., for fountain use) (mfg.)",128
Crushed slag (mfg.),259
Crushed stone (ext.),047
Crushed stone (ret.),487
Crushed stone (whsl.),409
Crushing machinery (mfg.),308
Crushing machinery (whsl.),427
Crutches (mfg.),396
Cryogenic fluids (mfg.),229
Cryogenic machinery (mfg.),319
Cryolite (ext.),047
"Crystallizers, sugar machinery (mfg.)",319
"Crystals, radio (mfg.)",339
"Crystals, watch, exc. glass (mfg.)",237
"Crystals, watch, glass (mfg.)",249
"Cubicles, electric switchboard (mfg.)",349
"Cue tips, billiard and pool (mfg.)",397
"Cues, billiards and pool (mfg.)",397
Cuff buttons (mfg.),398
Culinary school,788
"Culm bank, coal (ext.)",038
"Culm bank, recovery (ext.)",038
Cultivating machinery and equipment (ret.),489
Cultivating machinery and equipment (whsl.),427
Cultivators (mfg.),307
Culvert (const.),077
"Culvert pipe, concrete (mfg.)",257
"Culverts, sheet metal (mfg.)",287
"Cupolas, furnace (mfg.)",319
"Cupolas, metal plate (mfg.)",287
Cuprite (ext.),039
"Cups, paper (mfg.)",189
"Cups, paper (whsl.)",437
"Cups, styrofoam (mfg.)",237
Curative baths,818
Curb market (ret.),498
"Curbing, concrete (mfg.)",257
"Curbing, granite (mfg.)",259
"Curbing, stone (mfg.)",259
Cured fish (mfg.),128
Cured hides (mfg.),118
Cured meat (mfg.),118
Curios (ret.),557
"Curlers, hair, metal (mfg.)",298
"Curlers, metal (mfg.)",298
Curling club,859
Curling feathers for the trade (mfg.),398
"Curls, artificial (mfg.)",398
Currency counting machines (mfg.),309
Currency exchange,697
Current reactors (mfg.),349
Current taps (mfg.),349
Currying fur pelts (mfg.),179
"Currying, leather (mfg.)",179
Curtain fixtures (mfg.),389
Curtain poles (mfg.),389
Curtain rods (mfg.),389
Curtain shop (ret.),477
Curtain stretchers (mfg.),387
Curtains (ret.),477
Curtains (whsl.),408
Curtains \ any not listed (mfg.),159
